performance_id,campaign_id,date,creator_id,platform,spend_vnd,impressions,clicks,video_views,reach,ctr,cpm_vnd
PERF_00000032,CMP_0001,2024-06-14,CRE_0012,Instagram,7260658.0,68985,612,38985,36925,0.008871,105249.81
PERF_00000033,CMP_0001,2024-06-15,CRE_0012,Instagram,13811161.0,297493,2644,76976,223313,0.008888,46425.16
PERF_00000034,CMP_0001,2024-06-16,CRE_0012,Instagram,791557.0,17496,95,7330,11969,0.00543,45242.17
PERF_00000035,CMP_0001,2024-06-17,CRE_0012,Instagram,13219377.0,115059,2168,50677,100913,0.018843,114892.16
PERF_00000036,CMP_0001,2024-06-18,CRE_0012,Instagram,13036496.0,134028,5121,34209,87349,0.038208,97266.96
PERF_00000037,CMP_0001,2024-06-19,CRE_0012,Instagram,4662610.0,84610,2574,25974,70574,0.030422,55107.08
PERF_00000038,CMP_0001,2024-06-20,CRE_0012,Instagram,4455592.0,92959,4561,21350,62825,0.049065,47930.72
PERF_00000039,CMP_0001,2024-06-21,CRE_0012,Instagram,1839975.0,29694,634,14436,21059,0.021351,61964.54
PERF_00000040,CMP_0001,2024-06-22,CRE_0012,Instagram,12527751.0,136417,1728,78416,100142,0.012667,91834.24
PERF_00000041,CMP_0002,2024-06-14,CRE_0018,TikTok,3554611.0,38140,786,19278,31217,0.020608,93199.03
PERF_00000042,CMP_0002,2024-06-14,CRE_0019,TikTok,3507981.0,37732,1044,19429,30854,0.027669,92970.98
PERF_00000043,CMP_0002,2024-06-15,CRE_0018,TikTok,1815984.0,18231,302,6086,9344,0.016565,99609.68
PERF_00000044,CMP_0002,2024-06-15,CRE_0019,TikTok,2171824.0,24334,325,4134,17878,0.013356,89250.6
PERF_00000045,CMP_0002,2024-06-16,CRE_0018,TikTok,5898100.0,92140,2900,10773,71916,0.031474,64012.37
PERF_00000046,CMP_0002,2024-06-16,CRE_0019,TikTok,9627345.0,88944,476,27635,56380,0.005352,108240.52
PERF_00000047,CMP_0002,2024-06-17,CRE_0018,TikTok,9894279.0,253577,11687,64189,174140,0.046089,39018.83
PERF_00000048,CMP_0002,2024-06-17,CRE_0019,TikTok,3199331.0,100112,4146,32859,73120,0.041414,31957.52
PERF_00000049,CMP_0002,2024-06-18,CRE_0018,TikTok,6807043.0,103230,4390,23359,67025,0.042526,65940.55
PERF_00000050,CMP_0002,2024-06-18,CRE_0019,TikTok,5399235.0,59286,1097,34705,50450,0.018504,91070.99
PERF_00000051,CMP_0002,2024-06-19,CRE_0018,TikTok,11566008.0,104125,2896,32330,84302,0.027813,111078.11
PERF_00000052,CMP_0002,2024-06-19,CRE_0019,TikTok,14332738.0,216940,1363,77252,188508,0.006283,66067.75
PERF_00000053,CMP_0002,2024-06-20,CRE_0018,TikTok,13355631.0,114276,5419,22767,101588,0.04742,116871.71
PERF_00000054,CMP_0002,2024-06-20,CRE_0019,TikTok,11401826.0,273489,5467,158611,242893,0.01999,41690.25
PERF_00000055,CMP_0002,2024-06-21,CRE_0018,TikTok,4984466.0,50386,2069,16594,28525,0.041063,98925.61
PERF_00000056,CMP_0002,2024-06-21,CRE_0019,TikTok,512227.0,11836,529,2966,6298,0.044694,43277.04
PERF_00000057,CMP_0002,2024-06-22,CRE_0018,TikTok,3924662.0,81257,735,18068,62883,0.009045,48299.37
PERF_00000058,CMP_0002,2024-06-22,CRE_0019,TikTok,12762192.0,200401,5306,54580,137940,0.026477,63683.28
PERF_00000059,CMP_0002,2024-06-23,CRE_0018,TikTok,10458403.0,112588,5187,48887,93733,0.046071,92890.92
PERF_00000060,CMP_0002,2024-06-23,CRE_0019,TikTok,10740249.0,108844,1013,17877,87643,0.009307,98675.62
PERF_00000061,CMP_0002,2024-06-24,CRE_0018,TikTok,2436131.0,24460,1110,12472,19375,0.04538,99596.52
PERF_00000062,CMP_0002,2024-06-24,CRE_0019,TikTok,6656590.0,101710,836,35003,80978,0.008219,65446.76
PERF_00000063,CMP_0002,2024-06-25,CRE_0018,TikTok,9003220.0,180235,5836,87219,116729,0.03238,49952.67
PERF_00000064,CMP_0002,2024-06-25,CRE_0019,TikTok,5427839.0,52144,1693,24812,45148,0.032468,104093.26
PERF_00000065,CMP_0002,2024-06-26,CRE_0018,TikTok,9860870.0,232418,3128,47788,156686,0.013459,42427.31
PERF_00000066,CMP_0002,2024-06-26,CRE_0019,TikTok,5424007.0,61037,1474,14800,39962,0.024149,88864.25
PERF_00000067,CMP_0002,2024-06-27,CRE_0018,TikTok,12408488.0,374489,18025,116416,211742,0.048132,33134.45
PERF_00000068,CMP_0002,2024-06-27,CRE_0019,TikTok,10393927.0,98913,2563,13978,76600,0.025912,105081.51
PERF_00000069,CMP_0002,2024-06-28,CRE_0018,TikTok,1970374.0,18308,753,1942,11490,0.04113,107623.66
PERF_00000070,CMP_0002,2024-06-28,CRE_0019,TikTok,8832892.0,136818,3483,46938,120942,0.025457,64559.43
PERF_00000071,CMP_0002,2024-06-29,CRE_0018,TikTok,6324699.0,63614,1185,14588,47942,0.018628,99423.07
PERF_00000072,CMP_0002,2024-06-29,CRE_0019,TikTok,9252723.0,90519,2286,25925,62405,0.025254,102218.57
PERF_00000073,CMP_0002,2024-06-30,CRE_0018,TikTok,5358421.0,68563,1468,33784,61178,0.021411,78153.25
PERF_00000074,CMP_0002,2024-06-30,CRE_0019,TikTok,8209819.0,127259,4500,22294,80789,0.035361,64512.68
PERF_00000075,CMP_0002,2024-07-01,CRE_0018,TikTok,14045568.0,168992,2347,85580,133681,0.013888,83113.8
PERF_00000076,CMP_0002,2024-07-01,CRE_0019,TikTok,7097346.0,206504,3650,33200,143695,0.017675,34369.05
PERF_00000077,CMP_0002,2024-07-02,CRE_0018,TikTok,5823010.0,52924,1899,11969,33605,0.035882,110025.89
PERF_00000078,CMP_0002,2024-07-02,CRE_0019,TikTok,4794095.0,46219,1359,8752,29707,0.029403,103725.63
PERF_00000079,CMP_0002,2024-07-03,CRE_0018,TikTok,754025.0,12733,428,5066,8186,0.033613,59218.17
PERF_00000080,CMP_0002,2024-07-03,CRE_0019,TikTok,1030879.0,10684,172,1517,5746,0.016099,96488.11
PERF_00000081,CMP_0002,2024-07-04,CRE_0018,TikTok,11038417.0,126932,3097,30127,112809,0.024399,86963.23
PERF_00000082,CMP_0002,2024-07-04,CRE_0019,TikTok,10490383.0,201858,8508,104453,160088,0.042148,51969.12
PERF_00000083,CMP_0002,2024-07-05,CRE_0018,TikTok,8091602.0,113553,958,32521,63442,0.008437,71258.37
PERF_00000084,CMP_0002,2024-07-05,CRE_0019,TikTok,14664228.0,167776,7498,48815,149674,0.044691,87403.61
PERF_00000085,CMP_0002,2024-07-06,CRE_0018,TikTok,1642091.0,14471,560,4504,7365,0.038698,113474.6
PERF_00000086,CMP_0002,2024-07-06,CRE_0019,TikTok,14280204.0,268843,9242,145568,224414,0.034377,53117.26
PERF_00000087,CMP_0002,2024-07-07,CRE_0018,TikTok,6784812.0,167616,2283,38633,104136,0.01362,40478.31
PERF_00000088,CMP_0002,2024-07-07,CRE_0019,TikTok,7953574.0,74414,1188,37168,48346,0.015965,106882.76
PERF_00000089,CMP_0002,2024-07-08,CRE_0018,TikTok,7357317.0,74720,1842,35375,60622,0.024652,98465.16
PERF_00000090,CMP_0002,2024-07-08,CRE_0019,TikTok,4514380.0,49921,1607,27699,38503,0.032191,90430.48
PERF_00000091,CMP_0002,2024-07-09,CRE_0018,TikTok,4453851.0,66828,390,20527,36882,0.005836,66646.48
PERF_00000092,CMP_0002,2024-07-09,CRE_0019,TikTok,4372273.0,52102,2548,13498,30663,0.048904,83917.57
PERF_00000093,CMP_0002,2024-07-10,CRE_0018,TikTok,762057.0,12869,101,3138,10099,0.007848,59216.49
PERF_00000094,CMP_0002,2024-07-10,CRE_0019,TikTok,12491137.0,150654,5056,39829,98771,0.03356,82912.75
PERF_00000095,CMP_0002,2024-07-11,CRE_0018,TikTok,13983154.0,449170,9130,122705,304426,0.020326,31131.1
PERF_00000096,CMP_0002,2024-07-11,CRE_0019,TikTok,7198240.0,74337,1076,33367,57179,0.014475,96832.53
PERF_00000097,CMP_0002,2024-07-12,CRE_0018,TikTok,4207543.0,127873,5543,74660,96231,0.043348,32904.08
PERF_00000098,CMP_0002,2024-07-12,CRE_0019,TikTok,8639223.0,141448,2028,83798,91612,0.014337,61077.02
PERF_00000099,CMP_0002,2024-07-13,CRE_0018,TikTok,4731434.0,81044,2865,9302,60778,0.035351,58381.05
PERF_00000100,CMP_0002,2024-07-13,CRE_0019,TikTok,2917647.0,47328,1155,28298,24107,0.024404,61647.38
PERF_00000101,CMP_0002,2024-07-14,CRE_0018,TikTok,14613677.0,182489,4942,39665,158486,0.027081,80079.77
PERF_00000102,CMP_0002,2024-07-14,CRE_0019,TikTok,2409612.0,28468,1230,4227,16719,0.043206,84642.83
PERF_00000103,CMP_0002,2024-07-15,CRE_0018,TikTok,14885898.0,182947,2385,32849,148371,0.013037,81367.27
PERF_00000104,CMP_0002,2024-07-15,CRE_0019,TikTok,11149680.0,168677,3944,80229,112553,0.023382,66100.77
PERF_00000105,CMP_0002,2024-07-16,CRE_0018,TikTok,9189104.0,156420,3338,23904,133567,0.02134,58746.35
PERF_00000106,CMP_0002,2024-07-16,CRE_0019,TikTok,14423471.0,146345,2824,53827,96129,0.019297,98558.0
PERF_00000107,CMP_0002,2024-07-17,CRE_0018,TikTok,12956321.0,173828,4497,89185,118165,0.02587,74535.29
PERF_00000108,CMP_0002,2024-07-17,CRE_0019,TikTok,13896703.0,302191,5432,110702,191474,0.017975,45986.49
PERF_00000109,CMP_0002,2024-07-18,CRE_0018,TikTok,7228312.0,158848,7279,46332,120921,0.045824,45504.58
PERF_00000110,CMP_0002,2024-07-18,CRE_0019,TikTok,14626587.0,218547,7351,89481,121387,0.033636,66926.51
PERF_00000111,CMP_0002,2024-07-19,CRE_0018,TikTok,9488844.0,79138,2530,36884,69498,0.031969,119902.5
PERF_00000112,CMP_0002,2024-07-19,CRE_0019,TikTok,5212795.0,99301,3040,33360,53263,0.030614,52494.89
PERF_00000113,CMP_0002,2024-07-20,CRE_0018,TikTok,5869291.0,60591,2711,25875,43675,0.044743,96867.37
PERF_00000114,CMP_0002,2024-07-20,CRE_0019,TikTok,13019855.0,122220,1498,34775,103869,0.012257,106528.02
PERF_00000115,CMP_0002,2024-07-21,CRE_0018,TikTok,3040559.0,26591,1235,6949,16411,0.046444,114345.42
PERF_00000116,CMP_0002,2024-07-21,CRE_0019,TikTok,13469462.0,276974,7132,61633,205320,0.02575,48630.78
PERF_00000117,CMP_0002,2024-07-22,CRE_0018,TikTok,14850843.0,146014,7122,51120,79499,0.048776,101708.35
PERF_00000118,CMP_0002,2024-07-22,CRE_0019,TikTok,9258099.0,154783,7183,27804,106008,0.046407,59813.41
PERF_00000119,CMP_0003,2024-02-13,CRE_0001,Facebook,11354824.0,124256,2893,44717,85498,0.023283,91382.5
PERF_00000120,CMP_0003,2024-02-14,CRE_0001,Facebook,6087076.0,60583,2913,32816,43313,0.048083,100474.98
PERF_00000121,CMP_0003,2024-02-15,CRE_0001,Facebook,10879025.0,128551,6365,58796,86824,0.049513,84628.09
PERF_00000122,CMP_0003,2024-02-16,CRE_0001,Facebook,12502431.0,353368,14673,181685,279181,0.041523,35380.77
PERF_00000123,CMP_0003,2024-02-17,CRE_0001,Facebook,1078644.0,16355,764,6781,11056,0.046714,65951.94
PERF_00000124,CMP_0003,2024-02-18,CRE_0001,Facebook,11917641.0,303046,13066,145150,221806,0.043116,39326.18
PERF_00000125,CMP_0003,2024-02-19,CRE_0001,Facebook,11978469.0,126116,2710,54011,70218,0.021488,94979.77
PERF_00000126,CMP_0003,2024-02-20,CRE_0001,Facebook,4024496.0,54804,926,14523,42609,0.016897,73434.35
PERF_00000127,CMP_0003,2024-02-21,CRE_0001,Facebook,7144509.0,76153,2959,36438,48507,0.038856,93817.83
PERF_00000128,CMP_0003,2024-02-22,CRE_0001,Facebook,10493315.0,175592,4436,40203,107132,0.025263,59759.64
PERF_00000129,CMP_0003,2024-02-23,CRE_0001,Facebook,1018297.0,23902,680,2700,20366,0.02845,42603.0
PERF_00000130,CMP_0003,2024-02-24,CRE_0001,Facebook,8671322.0,92010,1729,42133,66896,0.018791,94243.26
PERF_00000131,CMP_0003,2024-02-25,CRE_0001,Facebook,4918750.0,52228,1843,9255,42935,0.035288,94178.41
PERF_00000132,CMP_0003,2024-02-26,CRE_0001,Facebook,2364020.0,27920,1219,6383,16505,0.04366,84671.2
PERF_00000133,CMP_0003,2024-02-27,CRE_0001,Facebook,12838328.0,155633,1817,16502,100486,0.011675,82491.04
PERF_00000134,CMP_0003,2024-02-28,CRE_0001,Facebook,7874578.0,72696,2054,24606,62518,0.028255,108322.03
PERF_00000135,CMP_0003,2024-02-29,CRE_0001,Facebook,14599848.0,166008,5216,58193,117755,0.03142,87946.65
PERF_00000136,CMP_0003,2024-03-01,CRE_0001,Facebook,5980692.0,52764,1803,28249,36556,0.034171,113347.96
PERF_00000137,CMP_0003,2024-03-02,CRE_0001,Facebook,7517977.0,117123,4110,15504,69094,0.035091,64188.73
PERF_00000138,CMP_0003,2024-03-03,CRE_0001,Facebook,3493224.0,80289,2600,37284,43985,0.032383,43508.13
PERF_00000139,CMP_0003,2024-03-04,CRE_0001,Facebook,3355662.0,44807,1372,18788,22622,0.03062,74891.47
PERF_00000140,CMP_0003,2024-03-05,CRE_0001,Facebook,11320720.0,109167,4415,59940,86957,0.040443,103700.94
PERF_00000141,CMP_0003,2024-03-06,CRE_0001,Facebook,5771625.0,175133,5812,100879,123112,0.033186,32955.67
PERF_00000142,CMP_0003,2024-03-07,CRE_0001,Facebook,4436367.0,38064,1640,14040,20241,0.043085,116550.2
PERF_00000143,CMP_0003,2024-03-08,CRE_0001,Facebook,12069808.0,171942,4905,38230,140804,0.028527,70196.97
PERF_00000144,CMP_0003,2024-03-09,CRE_0001,Facebook,3148928.0,27556,1201,5901,21685,0.043584,114273.77
PERF_00000145,CMP_0003,2024-03-10,CRE_0001,Facebook,3072745.0,26008,441,6209,20734,0.016956,118146.15
PERF_00000146,CMP_0003,2024-03-11,CRE_0001,Facebook,11133390.0,98900,4527,16444,61427,0.045774,112572.19
PERF_00000147,CMP_0003,2024-03-12,CRE_0001,Facebook,3512115.0,67599,2654,22891,36456,0.039261,51955.13
PERF_00000148,CMP_0003,2024-03-13,CRE_0001,Facebook,13283790.0,383952,15569,52419,265433,0.040549,34597.53
PERF_00000149,CMP_0003,2024-03-14,CRE_0001,Facebook,6907522.0,94827,900,37427,70107,0.009491,72843.41
PERF_00000150,CMP_0003,2024-03-15,CRE_0001,Facebook,4849434.0,157121,3824,86808,123810,0.024338,30864.33
PERF_00000151,CMP_0003,2024-03-16,CRE_0001,Facebook,6918306.0,78763,2481,32880,63185,0.0315,87837.0
PERF_00000152,CMP_0003,2024-03-17,CRE_0001,Facebook,14887446.0,282723,6593,66544,212735,0.02332,52657.36
PERF_00000153,CMP_0003,2024-03-18,CRE_0001,Facebook,5265271.0,71641,1272,30278,43391,0.017755,73495.22
PERF_00000154,CMP_0003,2024-03-19,CRE_0001,Facebook,8216755.0,135360,4805,47583,101569,0.035498,60702.98
PERF_00000155,CMP_0003,2024-03-20,CRE_0001,Facebook,2116316.0,21574,284,2227,18496,0.013164,98095.67
PERF_00000156,CMP_0003,2024-03-21,CRE_0001,Facebook,7888445.0,105713,1379,50765,81313,0.013045,74621.33
PERF_00000157,CMP_0003,2024-03-22,CRE_0001,Facebook,1871236.0,17393,354,7713,14419,0.020353,107585.58
PERF_00000158,CMP_0003,2024-03-23,CRE_0001,Facebook,3307135.0,83127,1282,21081,51717,0.015422,39784.13
PERF_00000159,CMP_0003,2024-03-24,CRE_0001,Facebook,11613098.0,160249,5739,90344,93604,0.035813,72469.08
PERF_00000160,CMP_0003,2024-03-25,CRE_0001,Facebook,10242365.0,173191,2361,51631,98495,0.013632,59139.13
PERF_00000161,CMP_0003,2024-03-26,CRE_0001,Facebook,2790176.0,31128,611,11151,21463,0.019629,89635.57
PERF_00000162,CMP_0003,2024-03-27,CRE_0001,Facebook,9130830.0,135227,5096,28987,81831,0.037685,67522.24
PERF_00000163,CMP_0003,2024-03-28,CRE_0001,Facebook,14047785.0,133661,2898,33831,105683,0.021682,105100.1
PERF_00000164,CMP_0003,2024-03-29,CRE_0001,Facebook,12523854.0,214518,4045,81869,172703,0.018856,58381.37
PERF_00000165,CMP_0003,2024-03-30,CRE_0001,Facebook,582252.0,5080,38,1546,3852,0.00748,114616.54
PERF_00000166,CMP_0003,2024-03-31,CRE_0001,Facebook,2528989.0,35559,616,18109,20655,0.017323,71120.93
PERF_00000167,CMP_0003,2024-04-01,CRE_0001,Facebook,10099792.0,190441,8087,21298,127785,0.042465,53033.71
PERF_00000168,CMP_0003,2024-04-02,CRE_0001,Facebook,6044892.0,75348,2882,37578,56286,0.038249,80226.31
PERF_00000169,CMP_0003,2024-04-03,CRE_0001,Facebook,6881496.0,125904,1051,22689,99355,0.008348,54656.69
PERF_00000170,CMP_0003,2024-04-04,CRE_0001,Facebook,14151665.0,169756,8121,97330,137925,0.047839,83364.74
PERF_00000171,CMP_0003,2024-04-05,CRE_0001,Facebook,6155914.0,52896,1946,11897,47329,0.036789,116377.68
PERF_00000172,CMP_0003,2024-04-06,CRE_0001,Facebook,8998658.0,254641,1916,69095,182108,0.007524,35338.61
PERF_00000173,CMP_0004,2024-09-27,CRE_0010,Facebook,13272321.0,362048,17730,168795,300400,0.048971,36659.01
PERF_00000174,CMP_0004,2024-09-27,CRE_0004,Facebook,13172284.0,158544,4888,60392,107065,0.030831,83082.83
PERF_00000175,CMP_0004,2024-09-27,CRE_0016,Facebook,5253711.0,66340,2304,25098,54858,0.03473,79193.71
PERF_00000176,CMP_0004,2024-09-27,CRE_0005,Facebook,10498767.0,246206,9761,131809,191966,0.039646,42642.21
PERF_00000177,CMP_0004,2024-09-28,CRE_0010,Facebook,11216345.0,96569,2052,46966,77149,0.021249,116148.51
PERF_00000178,CMP_0004,2024-09-28,CRE_0004,Facebook,3614786.0,61356,935,17247,35561,0.015239,58914.96
PERF_00000179,CMP_0004,2024-09-28,CRE_0016,Facebook,14585861.0,273592,8799,154946,152146,0.032161,53312.45
PERF_00000180,CMP_0004,2024-09-28,CRE_0005,Facebook,9812483.0,143332,5915,71529,119348,0.041268,68459.82
PERF_00000181,CMP_0004,2024-09-29,CRE_0010,Facebook,1374152.0,11540,251,4418,10365,0.02175,119077.3
PERF_00000182,CMP_0004,2024-09-29,CRE_0004,Facebook,14416930.0,132780,2618,49049,81401,0.019717,108577.57
PERF_00000183,CMP_0004,2024-09-29,CRE_0016,Facebook,5339412.0,148152,1244,21640,107160,0.008397,36040.09
PERF_00000184,CMP_0004,2024-09-29,CRE_0005,Facebook,2128856.0,48120,1352,25298,35106,0.028096,44240.57
PERF_00000185,CMP_0004,2024-09-30,CRE_0010,Facebook,7292479.0,82386,1119,11249,63732,0.013582,88516.0
PERF_00000186,CMP_0004,2024-09-30,CRE_0004,Facebook,12357459.0,171835,7736,102615,96379,0.04502,71914.68
PERF_00000187,CMP_0004,2024-09-30,CRE_0016,Facebook,5291227.0,114156,3525,37331,92745,0.030879,46350.84
PERF_00000188,CMP_0004,2024-09-30,CRE_0005,Facebook,11222150.0,97274,4379,29253,60069,0.045017,115366.39
PERF_00000189,CMP_0004,2024-10-01,CRE_0010,Facebook,9543501.0,146608,789,38292,82129,0.005382,65095.36
PERF_00000190,CMP_0004,2024-10-01,CRE_0004,Facebook,12905832.0,156256,6179,57218,118980,0.039544,82594.15
PERF_00000191,CMP_0004,2024-10-01,CRE_0016,Facebook,3404808.0,32758,1527,17906,25746,0.046615,103938.21
PERF_00000192,CMP_0004,2024-10-01,CRE_0005,Facebook,8864413.0,188619,2201,47954,101921,0.011669,46996.39
PERF_00000193,CMP_0004,2024-10-02,CRE_0010,Facebook,8234620.0,71602,485,11718,45782,0.006774,115005.45
PERF_00000194,CMP_0004,2024-10-02,CRE_0004,Facebook,1504370.0,13884,649,5957,8062,0.046744,108352.78
PERF_00000195,CMP_0004,2024-10-02,CRE_0016,Facebook,2867689.0,24059,372,13471,19462,0.015462,119194.02
PERF_00000196,CMP_0004,2024-10-02,CRE_0005,Facebook,895798.0,8219,390,1327,7226,0.047451,108991.12
PERF_00000197,CMP_0004,2024-10-03,CRE_0010,Facebook,868646.0,8037,349,1641,4176,0.043424,108080.88
PERF_00000198,CMP_0004,2024-10-03,CRE_0004,Facebook,6858929.0,143260,5686,56603,78772,0.03969,47877.49
PERF_00000199,CMP_0004,2024-10-03,CRE_0016,Facebook,14554035.0,192505,5972,68964,108794,0.031023,75603.41
PERF_00000200,CMP_0004,2024-10-03,CRE_0005,Facebook,3539751.0,30871,1183,8619,27726,0.038321,114662.66
PERF_00000201,CMP_0004,2024-10-04,CRE_0010,Facebook,6519354.0,133239,1210,47094,92093,0.009081,48929.77
PERF_00000202,CMP_0004,2024-10-04,CRE_0004,Facebook,7876661.0,68468,392,19856,45737,0.005725,115041.49
PERF_00000203,CMP_0004,2024-10-04,CRE_0016,Facebook,14442747.0,370270,7856,94415,194807,0.021217,39005.99
PERF_00000204,CMP_0004,2024-10-04,CRE_0005,Facebook,14216139.0,160307,2456,72235,121861,0.015321,88680.71
PERF_00000205,CMP_0004,2024-10-05,CRE_0010,Facebook,12247457.0,112532,642,65506,89108,0.005705,108835.33
PERF_00000206,CMP_0004,2024-10-05,CRE_0004,Facebook,13511302.0,396420,17099,74796,199680,0.043134,34083.3
PERF_00000207,CMP_0004,2024-10-05,CRE_0016,Facebook,8020019.0,188175,4919,22486,138963,0.026141,42620.0
PERF_00000208,CMP_0004,2024-10-05,CRE_0005,Facebook,3542471.0,36676,667,14992,30415,0.018186,96588.26
PERF_00000209,CMP_0004,2024-10-06,CRE_0010,Facebook,6578968.0,143905,4077,25282,118544,0.028331,45717.44
PERF_00000210,CMP_0004,2024-10-06,CRE_0004,Facebook,10195683.0,162206,7562,80012,83048,0.04662,62856.39
PERF_00000211,CMP_0004,2024-10-06,CRE_0016,Facebook,3459115.0,52150,1136,27155,39048,0.021783,66330.11
PERF_00000212,CMP_0004,2024-10-06,CRE_0005,Facebook,912934.0,28242,177,9468,22423,0.006267,32325.4
PERF_00000213,CMP_0004,2024-10-07,CRE_0010,Facebook,2592942.0,38881,1138,18711,30677,0.029269,66689.18
PERF_00000214,CMP_0004,2024-10-07,CRE_0004,Facebook,2961233.0,75908,1570,16043,50702,0.020683,39010.82
PERF_00000215,CMP_0004,2024-10-07,CRE_0016,Facebook,1461723.0,12473,323,3835,10717,0.025896,117190.97
PERF_00000216,CMP_0004,2024-10-07,CRE_0005,Facebook,6886030.0,64281,2662,6451,44385,0.041412,107123.88
PERF_00000217,CMP_0004,2024-10-08,CRE_0010,Facebook,13543460.0,254971,4979,94337,225078,0.019528,53117.65
PERF_00000218,CMP_0004,2024-10-08,CRE_0004,Facebook,10192263.0,263530,7161,135861,191980,0.027173,38675.91
PERF_00000219,CMP_0004,2024-10-08,CRE_0016,Facebook,2324578.0,30455,1256,5216,23257,0.041241,76328.29
PERF_00000220,CMP_0004,2024-10-08,CRE_0005,Facebook,11276186.0,119256,2111,48597,71543,0.017701,94554.45
PERF_00000221,CMP_0004,2024-10-09,CRE_0010,Facebook,4134725.0,43203,801,19667,29587,0.01854,95704.58
PERF_00000222,CMP_0004,2024-10-09,CRE_0004,Facebook,9066378.0,118481,5858,27649,101871,0.049443,76521.79
PERF_00000223,CMP_0004,2024-10-09,CRE_0016,Facebook,5255188.0,82461,951,38608,69291,0.011533,63729.38
PERF_00000224,CMP_0004,2024-10-09,CRE_0005,Facebook,11345071.0,111248,3719,55301,99212,0.03343,101980.0
PERF_00000225,CMP_0004,2024-10-10,CRE_0010,Facebook,707665.0,8123,345,1778,5350,0.042472,87118.68
