order_id,customer_id,order_amount_vnd,timestamp,date,campaign_id,creator_id,platform,product_category,payment_method,order_status
ORD_0000063,CST_000165,439000.0,2024-05-12 06:43:39,2024-05-12,CMP_0025,CRE_0015,Instagram,Technology,ZaloPay,Returned
ORD_0000064,CST_001836,105000.0,2024-06-15 10:03:22,2024-06-15,CMP_0014,CRE_0014,TikTok,Fashion,COD,Completed
ORD_0000065,CST_000977,1437000.0,2024-06-19 05:35:05,2024-06-19,CMP_0001,CRE_0018,Instagram,Beauty & Skincare,COD,Returned
ORD_0000066,CST_001383,137000.0,2024-01-04 23:39:03,2024-01-04,CMP_0022,CRE_0004,Instagram,Fashion,ZaloPay,Returned
ORD_0000067,CST_000687,281000.0,2024-06-19 21:59:28,2024-06-19,CMP_0021,CRE_0008,Facebook,Beauty & Skincare,Credit Card,Completed
ORD_0000068,CST_001780,224000.0,2024-10-11 15:07:34,2024-10-11,CMP_0007,CRE_0005,YouTube,Home & Living,ZaloPay,Cancelled
ORD_0000069,CST_000172,57000.0,2024-07-23 20:32:23,2024-07-23,CMP_0024,CRE_0003,TikTok,Food & Beverage,MoMo,Completed
ORD_0000070,CST_001861,266000.0,2024-03-04 06:01:02,2024-03-04,CMP_0020,CRE_0008,Lazada Live,Technology,VNPay,Cancelled
ORD_0000071,CST_001283,229000.0,2024-05-29 07:44:44,2024-05-29,CMP_0019,CRE_0017,Facebook,Finance,ZaloPay,Returned
ORD_0000072,CST_000414,50000.0,2024-03-03 04:30:48,2024-03-03,CMP_0020,CRE_0016,Lazada Live,Technology,ZaloPay,Completed
ORD_0000073,CST_000795,403000.0,2024-05-27 10:57:13,2024-05-27,CMP_0019,CRE_0012,Facebook,Finance,Credit Card,Returned
ORD_0000074,CST_001650,823000.0,2024-08-22 05:27:28,2024-08-22,CMP_0013,CRE_0005,Lazada Live,Beauty & Skincare,ZaloPay,Completed
ORD_0000075,CST_001709,1187000.0,2024-02-21 11:14:51,2024-02-21,CMP_0009,CRE_0012,Lazada Live,Food & Beverage,Bank Transfer,Returned
ORD_0000076,CST_000873,260000.0,2024-12-01 12:39:30,2024-12-01,CMP_0011,CRE_0006,TikTok,Technology,Credit Card,Completed
ORD_0000077,CST_000629,232000.0,2024-07-23 18:18:45,2024-07-23,CMP_0027,CRE_0014,Instagram,Fashion,Bank Transfer,Completed
ORD_0000078,CST_000785,1204000.0,2024-10-03 13:37:08,2024-10-03,CMP_0011,CRE_0018,TikTok,Technology,MoMo,Completed
ORD_0000079,CST_001935,466000.0,2024-09-24 13:49:08,2024-09-24,CMP_0005,CRE_0008,TikTok,Technology,Bank Transfer,Completed
ORD_0000080,CST_001797,570000.0,2024-02-09 19:28:37,2024-02-09,CMP_0023,CRE_0009,Instagram,Finance,Credit Card,Completed
ORD_0000081,CST_000009,649000.0,2024-09-28 09:27:55,2024-09-28,CMP_0005,CRE_0006,TikTok,Technology,Credit Card,Completed
ORD_0000082,CST_001369,2809000.0,2024-08-19 14:35:54,2024-08-19,CMP_0010,CRE_0001,YouTube,Beauty & Skincare,MoMo,Completed
ORD_0000083,CST_000107,336000.0,2024-11-30 14:54:56,2024-11-30,CMP_0016,CRE_0015,Shopee Live,Home & Living,COD,Completed
ORD_0000084,CST_001394,84000.0,2024-04-17 19:33:08,2024-04-17,CMP_0008,CRE_0005,TikTok,Fashion,Credit Card,Completed
ORD_0000085,CST_000132,478000.0,2024-03-16 23:56:09,2024-03-16,CMP_0015,CRE_0013,Instagram,Home & Living,ZaloPay,Returned
ORD_0000086,CST_000288,245000.0,2024-05-15 00:25:12,2024-05-15,CMP_0025,CRE_0017,Instagram,Technology,ZaloPay,Completed
ORD_0000087,CST_001683,543000.0,2024-05-21 02:08:56,2024-05-21,CMP_0001,CRE_0002,Instagram,Beauty & Skincare,Bank Transfer,Cancelled
ORD_0000088,CST_001782,3304000.0,2024-08-20 08:08:24,2024-08-20,CMP_0010,CRE_0018,YouTube,Beauty & Skincare,Credit Card,Completed
ORD_0000089,CST_001940,488000.0,2024-05-07 13:54:28,2024-05-07,CMP_0025,CRE_0017,Instagram,Technology,Credit Card,Cancelled
ORD_0000090,CST_000781,656000.0,2024-03-06 15:46:47,2024-03-06,CMP_0020,CRE_0001,Lazada Live,Technology,MoMo,Completed
ORD_0000091,CST_000759,357000.0,2024-03-04 13:56:58,2024-03-04,CMP_0020,CRE_0014,Lazada Live,Technology,MoMo,Cancelled
ORD_0000092,CST_001564,60000.0,2024-02-11 03:55:12,2024-02-11,CMP_0023,CRE_0003,Instagram,Finance,VNPay,Completed
ORD_0000093,CST_000974,187000.0,2024-07-24 20:56:55,2024-07-24,CMP_0012,CRE_0012,Instagram,Finance,VNPay,Completed
ORD_0000094,CST_001492,314000.0,2024-02-10 06:33:46,2024-02-10,CMP_0018,CRE_0002,Instagram,Health & Fitness,MoMo,Completed
ORD_0000095,CST_000831,198000.0,2024-05-19 01:18:03,2024-05-19,CMP_0021,CRE_0013,Facebook,Beauty & Skincare,VNPay,Completed
ORD_0000096,CST_000212,70000.0,2024-03-27 06:53:21,2024-03-27,CMP_0003,CRE_0009,Facebook,Finance,VNPay,Completed
ORD_0000097,CST_001279,304000.0,2024-11-13 14:20:22,2024-11-13,CMP_0016,CRE_0001,Shopee Live,Home & Living,COD,Returned
ORD_0000098,CST_000187,268000.0,2024-03-28 12:18:28,2024-03-28,CMP_0017,CRE_0020,Lazada Live,Fashion,COD,Completed
ORD_0000099,CST_001145,1269000.0,2024-11-07 21:06:25,2024-11-07,CMP_0029,CRE_0007,TikTok,Home & Living,ZaloPay,Completed
ORD_0000100,CST_001637,1074000.0,2024-06-10 03:23:33,2024-06-10,CMP_0014,CRE_0017,TikTok,Fashion,ZaloPay,Completed
ORD_0000101,CST_001187,826000.0,2024-03-20 18:30:52,2024-03-20,CMP_0003,CRE_0017,Facebook,Finance,Credit Card,Completed
ORD_0000102,CST_000058,94000.0,2024-01-10 02:30:55,2024-01-10,CMP_0006,CRE_0011,Lazada Live,Fashion,VNPay,Completed
ORD_0000103,CST_000865,353000.0,2024-07-27 08:22:41,2024-07-27,CMP_0012,CRE_0011,Instagram,Finance,ZaloPay,Completed
ORD_0000104,CST_000335,586000.0,2024-03-01 07:23:15,2024-03-01,CMP_0018,CRE_0010,Instagram,Health & Fitness,Credit Card,Returned
ORD_0000105,CST_001396,223000.0,2024-09-15 04:06:29,2024-09-15,CMP_0013,CRE_0011,Lazada Live,Beauty & Skincare,VNPay,Completed
ORD_0000106,CST_001669,376000.0,2024-11-04 13:35:31,2024-11-04,CMP_0030,CRE_0007,YouTube,Fashion,COD,Completed
ORD_0000107,CST_000981,1077000.0,2024-06-01 10:13:10,2024-06-01,CMP_0026,CRE_0013,Lazada Live,Gaming,ZaloPay,Cancelled
ORD_0000108,CST_001513,93000.0,2024-03-19 07:16:20,2024-03-19,CMP_0018,CRE_0002,Instagram,Health & Fitness,Credit Card,Completed
ORD_0000109,CST_001647,124000.0,2024-10-24 11:19:27,2024-10-24,CMP_0005,CRE_0018,TikTok,Technology,ZaloPay,Completed
ORD_0000110,CST_001138,194000.0,2024-10-22 17:58:36,2024-10-22,CMP_0030,CRE_0006,YouTube,Fashion,ZaloPay,Returned
ORD_0000111,CST_001420,178000.0,2024-11-23 23:48:07,2024-11-23,CMP_0016,CRE_0016,Shopee Live,Home & Living,Bank Transfer,Cancelled
ORD_0000112,CST_001859,358000.0,2024-11-03 06:00:49,2024-11-03,CMP_0030,CRE_0003,YouTube,Fashion,Credit Card,Completed
ORD_0000113,CST_000595,125000.0,2024-06-23 22:54:17,2024-06-23,CMP_0002,CRE_0016,TikTok,Fashion,Credit Card,Completed
ORD_0000114,CST_000962,544000.0,2024-08-03 15:54:52,2024-08-03,CMP_0012,CRE_0004,Instagram,Finance,VNPay,Returned
ORD_0000115,CST_000748,386000.0,2024-10-25 21:37:37,2024-10-25,CMP_0030,CRE_0020,YouTube,Fashion,ZaloPay,Completed
ORD_0000116,CST_001249,254000.0,2024-05-13 12:49:29,2024-05-13,CMP_0025,CRE_0013,Instagram,Technology,VNPay,Completed
ORD_0000117,CST_000331,410000.0,2024-09-29 08:01:01,2024-09-29,CMP_0007,CRE_0010,YouTube,Home & Living,Credit Card,Returned
ORD_0000118,CST_001423,275000.0,2024-01-24 11:12:49,2024-01-24,CMP_0022,CRE_0006,Instagram,Fashion,Credit Card,Completed
ORD_0000119,CST_000742,572000.0,2024-05-27 08:15:39,2024-05-27,CMP_0019,CRE_0010,Facebook,Finance,ZaloPay,Completed
ORD_0000120,CST_000170,994000.0,2024-06-09 03:21:31,2024-06-09,CMP_0014,CRE_0011,TikTok,Fashion,COD,Completed
ORD_0000121,CST_000063,1005000.0,2024-06-18 12:45:53,2024-06-18,CMP_0002,CRE_0017,TikTok,Fashion,COD,Completed
ORD_0000122,CST_000960,153000.0,2024-08-26 17:36:45,2024-08-26,CMP_0013,CRE_0011,Lazada Live,Beauty & Skincare,VNPay,Returned
ORD_0000123,CST_000424,145000.0,2024-06-08 06:14:20,2024-06-08,CMP_0028,CRE_0012,Lazada Live,Food & Beverage,ZaloPay,Completed
ORD_0000124,CST_001676,204000.0,2024-03-02 03:18:36,2024-03-02,CMP_0020,CRE_0009,Lazada Live,Technology,ZaloPay,Completed
ORD_0000125,CST_000581,1166000.0,2024-11-15 16:59:26,2024-11-15,CMP_0029,CRE_0008,TikTok,Home & Living,Credit Card,Completed
ORD_0000126,CST_000867,50000.0,2024-10-30 02:31:44,2024-10-30,CMP_0029,CRE_0012,TikTok,Home & Living,Credit Card,Cancelled
ORD_0000127,CST_000006,299000.0,2024-10-10 12:34:21,2024-10-10,CMP_0005,CRE_0002,TikTok,Technology,COD,Completed
ORD_0000128,CST_000177,242000.0,2024-06-17 12:42:03,2024-06-17,CMP_0001,CRE_0019,Instagram,Beauty & Skincare,COD,Cancelled
ORD_0000129,CST_001495,184000.0,2024-05-11 08:13:52,2024-05-11,CMP_0025,CRE_0002,Instagram,Technology,Bank Transfer,Completed
ORD_0000130,CST_001460,934000.0,2024-04-12 13:54:41,2024-04-12,CMP_0008,CRE_0007,TikTok,Fashion,COD,Completed
ORD_0000131,CST_001219,415000.0,2024-10-23 01:46:02,2024-10-23,CMP_0030,CRE_0019,YouTube,Fashion,Credit Card,Completed
ORD_0000132,CST_000092,1096000.0,2024-03-06 16:07:46,2024-03-06,CMP_0018,CRE_0006,Instagram,Health & Fitness,VNPay,Completed
ORD_0000133,CST_001549,1128000.0,2024-11-16 08:04:21,2024-11-16,CMP_0011,CRE_0006,TikTok,Technology,VNPay,Completed
ORD_0000134,CST_000909,178000.0,2024-03-11 07:03:59,2024-03-11,CMP_0020,CRE_0014,Lazada Live,Technology,ZaloPay,Completed
ORD_0000135,CST_001049,353000.0,2024-04-19 13:25:10,2024-04-19,CMP_0008,CRE_0003,TikTok,Fashion,Credit Card,Completed
ORD_0000136,CST_000940,570000.0,2024-01-22 13:33:04,2024-01-22,CMP_0022,CRE_0009,Instagram,Fashion,ZaloPay,Completed
ORD_0000137,CST_000018,955000.0,2024-06-02 22:14:04,2024-06-02,CMP_0028,CRE_0020,Lazada Live,Food & Beverage,ZaloPay,Returned
ORD_0000138,CST_000194,409000.0,2024-10-28 19:28:39,2024-10-28,CMP_0030,CRE_0018,YouTube,Fashion,VNPay,Completed
ORD_0000139,CST_000836,425000.0,2024-07-24 04:42:27,2024-07-24,CMP_0024,CRE_0012,TikTok,Food & Beverage,Bank Transfer,Completed
ORD_0000140,CST_000202,200000.0,2024-05-04 12:51:31,2024-05-04,CMP_0025,CRE_0017,Instagram,Technology,ZaloPay,Returned
ORD_0000141,CST_001899,592000.0,2024-08-12 21:33:34,2024-08-12,CMP_0013,CRE_0008,Lazada Live,Beauty & Skincare,ZaloPay,Cancelled
ORD_0000142,CST_001801,50000.0,2024-04-19 21:22:01,2024-04-19,CMP_0017,CRE_0006,Lazada Live,Fashion,ZaloPay,Returned
ORD_0000143,CST_001702,243000.0,2024-01-13 05:11:27,2024-01-13,CMP_0006,CRE_0017,Lazada Live,Fashion,COD,Cancelled
ORD_0000144,CST_000384,1041000.0,2024-03-23 06:28:41,2024-03-23,CMP_0023,CRE_0018,Instagram,Finance,Bank Transfer,Cancelled
ORD_0000145,CST_001159,635000.0,2024-01-30 22:34:38,2024-01-30,CMP_0022,CRE_0018,Instagram,Fashion,COD,Completed
ORD_0000146,CST_001996,270000.0,2024-10-24 19:30:30,2024-10-24,CMP_0011,CRE_0020,TikTok,Technology,ZaloPay,Returned
ORD_0000147,CST_001520,920000.0,2024-08-04 17:53:12,2024-08-04,CMP_0010,CRE_0018,YouTube,Beauty & Skincare,COD,Completed
ORD_0000148,CST_001827,95000.0,2024-05-18 22:59:18,2024-05-18,CMP_0001,CRE_0013,Instagram,Beauty & Skincare,MoMo,Returned
ORD_0000149,CST_000191,792000.0,2024-03-15 06:36:04,2024-03-15,CMP_0018,CRE_0018,Instagram,Health & Fitness,VNPay,Returned
ORD_0000150,CST_001788,314000.0,2024-03-25 03:53:19,2024-03-25,CMP_0003,CRE_0012,Facebook,Finance,COD,Completed
ORD_0000151,CST_001071,470000.0,2024-03-17 05:16:17,2024-03-17,CMP_0023,CRE_0015,Instagram,Finance,VNPay,Returned
ORD_0000152,CST_000253,140000.0,2024-08-03 14:03:40,2024-08-03,CMP_0012,CRE_0004,Instagram,Finance,Bank Transfer,Completed
ORD_0000153,CST_000074,323000.0,2024-11-12 00:04:41,2024-11-12,CMP_0011,CRE_0016,TikTok,Technology,MoMo,Completed
ORD_0000154,CST_000372,368000.0,2024-05-25 12:42:41,2024-05-25,CMP_0019,CRE_0006,Facebook,Finance,Credit Card,Completed
ORD_0000155,CST_000345,379000.0,2024-06-18 06:52:07,2024-06-18,CMP_0014,CRE_0002,TikTok,Fashion,COD,Returned
ORD_0000156,CST_000789,183000.0,2024-05-27 00:08:51,2024-05-27,CMP_0021,CRE_0014,Facebook,Beauty & Skincare,Credit Card,Completed
ORD_0000157,CST_000051,528000.0,2024-03-30 18:28:23,2024-03-30,CMP_0023,CRE_0011,Instagram,Finance,ZaloPay,Completed
ORD_0000158,CST_000836,1048000.0,2024-05-24 09:25:42,2024-05-24,CMP_0026,CRE_0016,Lazada Live,Gaming,MoMo,Completed
ORD_0000159,CST_000623,652000.0,2024-07-29 17:57:31,2024-07-29,CMP_0024,CRE_0009,TikTok,Food & Beverage,MoMo,Completed
ORD_0000160,CST_001125,210000.0,2024-02-22 23:04:17,2024-02-22,CMP_0009,CRE_0018,Lazada Live,Food & Beverage,Bank Transfer,Returned
ORD_0000161,CST_001611,1096000.0,2024-08-01 06:42:47,2024-08-01,CMP_0012,CRE_0010,Instagram,Finance,VNPay,Completed
ORD_0000162,CST_001705,1392000.0,2024-01-13 20:35:27,2024-01-13,CMP_0022,CRE_0016,Instagram,Fashion,Credit Card,Returned
ORD_0000163,CST_001075,826000.0,2024-08-23 16:20:15,2024-08-23,CMP_0013,CRE_0016,Lazada Live,Beauty & Skincare,COD,Cancelled
ORD_0000164,CST_001580,1146000.0,2024-11-12 09:15:10,2024-11-12,CMP_0029,CRE_0020,TikTok,Home & Living,VNPay,Completed
ORD_0000165,CST_000691,223000.0,2024-01-28 20:16:19,2024-01-28,CMP_0022,CRE_0018,Instagram,Fashion,COD,Completed
ORD_0000166,CST_001221,128000.0,2024-06-02 10:51:03,2024-06-02,CMP_0001,CRE_0006,Instagram,Beauty & Skincare,VNPay,Completed
ORD_0000167,CST_000575,63000.0,2024-09-02 05:46:52,2024-09-02,CMP_0013,CRE_0006,Lazada Live,Beauty & Skincare,VNPay,Completed
ORD_0000168,CST_001858,50000.0,2024-05-26 22:29:28,2024-05-26,CMP_0019,CRE_0005,Facebook,Finance,VNPay,Completed
ORD_0000169,CST_000687,74000.0,2024-02-23 21:40:43,2024-02-23,CMP_0009,CRE_0018,Lazada Live,Food & Beverage,MoMo,Completed
ORD_0000170,CST_000639,87000.0,2024-07-24 21:08:44,2024-07-24,CMP_0012,CRE_0007,Instagram,Finance,MoMo,Completed
ORD_0000171,CST_001407,620000.0,2024-10-26 04:58:29,2024-10-26,CMP_0029,CRE_0008,TikTok,Home & Living,Credit Card,Returned
ORD_0000172,CST_000206,1918000.0,2024-03-13 10:12:05,2024-03-13,CMP_0020,CRE_0004,Lazada Live,Technology,Credit Card,Completed
ORD_0000173,CST_001674,50000.0,2024-01-13 18:01:17,2024-01-13,CMP_0022,CRE_0009,Instagram,Fashion,Credit Card,Cancelled
ORD_0000174,CST_001418,668000.0,2024-06-19 12:57:11,2024-06-19,CMP_0014,CRE_0002,TikTok,Fashion,VNPay,Completed
ORD_0000175,CST_000600,529000.0,2024-11-08 16:12:35,2024-11-08,CMP_0016,CRE_0011,Shopee Live,Home & Living,COD,Completed
ORD_0000176,CST_001198,1324000.0,2024-06-11 01:51:38,2024-06-11,CMP_0021,CRE_0008,Facebook,Beauty & Skincare,MoMo,Completed
ORD_0000177,CST_000641,50000.0,2024-03-14 21:57:59,2024-03-14,CMP_0003,CRE_0008,Facebook,Finance,Bank Transfer,Returned
ORD_0000178,CST_000906,250000.0,2024-02-10 13:08:30,2024-02-10,CMP_0023,CRE_0009,Instagram,Finance,ZaloPay,Completed
ORD_0000179,CST_000867,743000.0,2024-07-02 02:42:20,2024-07-02,CMP_0027,CRE_0006,Instagram,Fashion,ZaloPay,Completed
ORD_0000180,CST_000243,101000.0,2024-10-27 05:48:27,2024-10-27,CMP_0029,CRE_0017,TikTok,Home & Living,Bank Transfer,Returned
ORD_0000181,CST_000480,1089000.0,2024-08-14 00:37:39,2024-08-14,CMP_0013,CRE_0003,Lazada Live,Beauty & Skincare,VNPay,Returned
ORD_0000182,CST_000893,8471000.0,2024-04-07 07:59:39,2024-04-07,CMP_0008,CRE_0016,TikTok,Fashion,COD,Completed
ORD_0000183,CST_000293,487000.0,2024-10-05 22:21:46,2024-10-05,CMP_0011,CRE_0005,TikTok,Technology,Bank Transfer,Returned
ORD_0000184,CST_001696,50000.0,2024-02-18 21:51:06,2024-02-18,CMP_0015,CRE_0017,Instagram,Home & Living,VNPay,Cancelled
ORD_0000185,CST_000757,394000.0,2024-07-03 16:22:54,2024-07-03,CMP_0002,CRE_0020,TikTok,Fashion,Credit Card,Returned
ORD_0000186,CST_001480,143000.0,2024-08-15 01:54:43,2024-08-15,CMP_0010,CRE_0008,YouTube,Beauty & Skincare,COD,Completed
